Q_heater,T_sec_out_target_C,x_bypass,y_sec,mdot_load_sec,T_load_sec_in_C,T_load_sec_out_C,Q_cold,W_net,W_heater,W_total,COP_net,COP_total,energy_error,status
100.0,-79.99999999999997,0.21845493532258295,0.9990195172668404,0.0008108592203230296,30.09829623145663,-79.99916332796295,99.99521498929192,24298.781867551286,100.0,24398.781867551286,0.0041152357156975855,0.004098369153514124,0.07536855343753397,ok
225.64102564102564,-79.99999999999997,0.2164528339883552,0.9977903003888303,0.001827421578437325,30.221779427433432,-79.99910132686583,225.6352696175002,24346.710697111692,225.64102564102564,24572.35172275272,0.009267587413533765,0.009182485753228645,0.03160553402964903,ok
351.28205128205127,-79.99999999999997,0.21444307376507482,0.9965641047073595,0.002841485407013731,30.34523784368855,-79.99900696348806,351.27510650242,24394.80875409661,351.28205128205127,24746.090805378662,0.014399584355972066,0.014195175685125544,0.019217463315209366,ok
476.9230769230769,-79.99999999999997,0.2124370619560796,0.9953409190977536,0.0038530599061577945,30.468671495133833,-79.99895350041112,476.9149120194931,24442.853023062584,476.9230769230769,24919.776099985662,0.019511425755803107,0.01913800951123985,0.012232842922376402,ok
602.5641025641025,-79.99999999999997,0.21041720900801844,0.9941207324898899,0.004862154230861088,30.59208039666612,-79.99887903592526,602.5545079385963,24491.100583689673,602.5641025641025,25093.664686253775,0.024602998378107976,0.024012216448746668,0.009120807103502805,ok
728.2051282051282,-79.99999999999997,0.2083964168423414,0.9929035338678616,0.005868777491278485,30.71546456316736,-79.99877661989868,728.1937893981578,24539.392997347233,728.2051282051282,25267.598125552362,0.029674482554514586,0.0288192722466073,0.007108033825292837,ok
853.8461538461538,-79.99999999999997,0.20637092434763774,0.9916893122696478,0.0068729387530012285,30.838824009504606,-79.99869777886306,853.8330295790923,24587.62547814288,853.8461538461538,25441.471631989032,0.03472612800036773,0.033560677697021216,0.005715419550264185,ok
979.4871794871794,-79.99999999999997,0.20434368071218983,0.9904780567867844,0.007874647037329338,30.962158750529966,-79.99858245852246,979.4718231500098,24635.80843316122,979.4871794871794,25615.2956126484,0.03975805485772426,0.038237771601837896,0.004697784301884117,ok
1105.128205128205,-79.99999999999997,0.20223263416891132,0.9892697565640364,0.008873911321541918,31.085468801080708,-79.99845745073785,1105.110300358857,24691.511212824887,1105.128205128205,25796.63941795309,0.04475668948868782,0.04283931261177218,0.016900064228986177,ok
1230.7692307692307,-79.99999999999997,0.20020719993600164,0.9880644007990741,0.009870740539165724,31.208754175979266,-79.99833728374355,1230.7485776235403,24739.208884497348,1230.7692307692307,25969.97811526658,0.049748906012705214,0.047391205805446514,0.014453222812926934,ok
1356.4102564102564,-79.99999999999997,0.19818056689159905,0.9868619787421511,0.010865143580241047,31.332014890033292,-79.99817546948267,1356.3861602835386,24786.840096087246,1356.4102564102564,26143.250352497504,0.05472202810142195,0.05188284325762734,0.012492941595380757,ok
1482.051282051282,-79.99999999999997,0.1961531083706857,0.9856624796957856,0.011857129291585328,31.45525095803555,-79.9978886032352,1482.0219251901776,24834.38899062203,1482.051282051282,26316.44027267331,0.059676198425893195,0.05631544045602141,0.01089398129688235,ok
1607.6923076923076,-79.99999999999997,0.1941241991069111,0.9844658930144417,0.012846706477056755,31.578462394764074,-79.99775505983749,1607.6591105257207,24881.876343406988,1607.6923076923076,26489.568651099296,0.06461165100001416,0.06069027139326424,0.009570182458322557,ok
1733.3333333333333,-79.99999999999997,0.19209434926442334,0.9832722081042158,0.013833883897813546,31.70164921498207,-79.99761368669695,1733.2959253042065,24929.28119788596,1733.3333333333333,26662.614531219293,0.06952851594658864,0.06500847556696616,0.008460583961415007,ok
1858.974358974359,-79.99999999999997,0.19006359850210391,0.9820814144225226,0.014818670272573798,31.82481143343813,-79.99747225394327,1858.932463406039,24976.599845165274,1858.974358974359,26835.574204139633,0.07442696263422233,0.06927120132645724,0.007520696115419423,ok
1984.6153846153845,-79.99999999999997,0.18803112903953667,0.9808935014777859,0.015801074277871086,31.947949064866066,-79.9973264508834,1984.56865685936,25023.81321017949,1984.6153846153845,27008.428594794874,0.07930720390975637,0.073479604705393,0.006717107091562709,ok
2110.25641025641,-79.99999999999997,0.185998897044689,0.9797084588291307,0.0167811045483089,32.07106212398486,-79.9971829399822,2110.2046066048097,25070.940881869123,2110.25641025641,27181.197292125533,0.0841693423692317,0.07763471873316419,0.006024890152642244,ok
2235.8974358974356,-79.99999999999997,0.18396518868646333,0.9785262760860759,0.017758769676815233,32.19415062549899,-79.99703031552241,2235.840115877151,25117.997692324854,2235.8974358974356,27353.89512822229,0.089013469276667,0.08173754068283791,0.00542467787161617,ok
2361.5384615384614,-79.99999999999997,0.18193119356459186,0.9773469429082315,0.018734078214892515,32.31721458409817,-79.99688327558698,2361.475436855585,25164.93531042968,2361.5384615384614,27526.47377196814,0.09383991684162465,0.08578924625138208,0.00490082054833805,ok
2487.1794871794873,-79.99999999999997,0.17989658727064153,0.9761704490049967,0.01970703867286771,32.440254014457594,-79.99671593500429,2487.1100718407806,25211.76394601239,2487.1794871794873,27698.94343319188,0.0986487925702697,0.0897907921231557,0.004441236271214092,ok
2612.8205128205127,-79.99999999999997,0.1778610482271743,0.9749967841352621,0.020677659520138208,32.563268931237644,-79.99650234663633,2612.7434202497047,25258.493942493224,2612.8205128205127,27871.314455313735,0.10344019030581224,0.09374310007655842,0.004036026520269615,ok
2738.461538461538,-79.99999999999997,0.17582448985732196,0.9738259381071102,0.0216459491854199,32.68625934908425,-79.99634992936484,2738.3776960009604,25305.125740517142,2738.461538461538,28043.58727897868,0.10821434851107752,0.0976471971563222,0.003677226215825358,ok
2864.102564102564,-79.99999999999997,0.1737872426423234,0.9726579007775212,0.02261191605698994,32.8092252826288,-79.99612844875767,2864.0101052917303,25351.644776406807,2864.102564102564,28215.74734050937,0.1129713724908723,0.10150396056247175,0.0033582856843067032,ok
2989.74358974359,-79.99999999999997,0.17174888063503624,0.9714926620520818,0.023575568482928314,32.93216674648795,-79.99598389522797,2989.643923754898,25398.064494263017,2989.74358974359,28387.808084006607,0.11771148641780191,0.10531436294439485,0.0030737369632449453,ok
3115.3846153846152,-79.99999999999997,0.16970810718971993,0.9703302118846919,0.024536914771359775,33.05508375526398,-79.99637605281958,3115.290771575543,25444.4306001477,3115.3846153846152,28559.81521553232,0.12243507510667027,0.10907951427785448,0.002819011435511812,ok
