Q_heater,T_sec_out_target_C,x_bypass,y_sec,mdot_load_sec,T_load_sec_in_C,T_load_sec_out_C,Q_cold,W_net,W_heater,W_total,COP_net,COP_total,energy_error,status
500,-45.641025641025635,0.31270938284753313,0.9931235242274827,0.005686845463871778,30.491340291261622,-45.63393810719816,499.95242933425095,21496.31343773205,500,21996.31343773205,0.023257589296995198,0.022728919132268877,0.012637922597467275,ok
500,-41.923076923076906,0.32523800504248224,0.9927936678908413,0.005959636654274215,30.491340291261622,-41.924795824062045,500.00703468218484,21220.136682614044,500,21720.136682614044,0.023562856458499988,0.023020436841100413,0.014856852417860557,ok
500,-38.205128205128204,0.338129332988811,0.9924279505240655,0.006262084916597818,30.491340291261622,-38.20088348982432,499.9668395445595,20954.054411130914,500,21454.054411130914,0.023860148004530055,0.02330407250599513,0.017414536738968776,ok
500,-34.4871794871795,0.35125921451067443,0.9920202180073304,0.006599279707937739,30.491340291261622,-34.490764276121325,500.02195501852253,20701.008940887023,500,21201.008940887023,0.02415447268518966,0.023584818836343658,0.02029779788465767,ok
500,-30.769230769230774,0.36467601405198136,0.9915628222073981,0.006977546034481763,30.491340291261622,-30.773895364329576,500.0319855315221,20460.350507839183,500,20960.350507839183,0.024439072309144445,0.02385608892105644,0.023529164293585585,ok
500,-27.051282051282044,0.378339616188447,0.9910461383213808,0.007404843608218098,30.491340291261622,-27.052356365163433,500.0047852087657,20233.076642616954,500,20733.076642616954,0.024712246883679817,0.02411628499848417,0.027085629086216454,ok
500,-23.333333333333314,0.39218204745921087,0.9904578821831139,0.007891331434564783,30.491340291261622,-23.33331073727311,499.9957078073598,20020.411759766383,500,20520.411759766383,0.02497429692291175,0.024365773633630638,0.030901418218797817,ok
500,-19.615384615384613,0.4061598549906495,0.9897821236318899,0.008450183756427063,30.491340291261622,-19.615352700356965,499.99560315756696,19822.95405567098,500,20322.95405567098,0.025223062201192335,0.024602506200029843,0.03487127928882104,ok
500,-15.897435897435912,0.420410178378799,0.9889978254244586,0.009098798373972757,30.491340291261622,-15.897386339096158,499.9953948712916,19635.17038054924,500,20135.17038054924,0.025464275846905363,0.024831942587100815,0.016088081029818256,ok
500,-12.179487179487182,0.4345346171249231,0.9880766183113187,0.009860636656539471,30.491340291261622,-12.179407696094813,499.99501020823226,19469.053796630913,500,19969.053796630913,0.025681525945280174,0.025038492824962448,0.018196955629987535,ok
500,-8.461538461538453,0.44863466312066685,0.9869793019346804,0.010768117300019293,30.491340291261622,-8.46149413877066,499.99535778006816,19319.44193381967,500,19819.44193381967,0.025880424470481247,0.02522751949573725,0.020100806180313593,ok
500,-4.743589743589723,0.46264828791290813,0.9856501303994261,0.011867342159674646,30.491340291261622,-4.743548537016579,499.99534060699983,19186.46304720621,500,19686.46304720621,0.02605979744035238,0.025397926453729146,0.021709481698376203,ok
500,-1.0256410256409936,0.47651436958400967,0.9840070531760934,0.013226167023370773,30.491340291261622,-1.0261158693272137,500.00324324995137,19070.107449325813,500,19570.107449325813,0.02621921478830619,0.025549335615281787,0.022750551591932927,ok
500,2.692307692307679,0.49017060852956007,0.9819241246905567,0.014948748880909628,30.491340291261622,2.688982770389032,500.0543285855422,18970.351639602402,500,19470.351639602402,0.02635978173127964,0.02568286068179884,0.022949930500503913,ok
500,6.410256410256409,0.5035753499608218,0.979197618905425,0.017203569165213522,30.491340291261622,6.404077655460981,500.121637296404,18886.725772186175,500,19386.725772186175,0.026480060298906642,0.025797117222028307,0.022025333329692365,ok
500,10.128205128205138,0.5167365807801625,0.9754750226288006,0.02028215628598191,30.491340291261622,10.132984739280744,499.88052321794027,18818.541652589345,500,19318.541652589345,0.02656319136978178,0.025875686281471418,0.01972635574116769,ok
500,13.846153846153811,0.5293373457359296,0.9700888664512877,0.0247365074447851,30.491340291261622,13.847827610083641,499.94631989986095,18769.627935251076,500,19269.627935251076,0.026635920627969194,0.025944783240224346,0.032709297652000424,ok
500,17.56410256410254,0.5417654260838846,0.9616038085521126,0.03175365032740289,30.491340291261622,17.56282187398324,500.0449165102843,18730.458462412007,500,19230.458462412007,0.026696886118071625,0.02600275586188835,0.02208729578592486,ok
500,21.28205128205127,0.5536551253578021,0.9462666180575956,0.04443750686636844,30.491340291261622,21.279044800868462,500.1579069152158,18707.819596894424,500,19207.819596894424,0.02673523252267432,0.02603928594769199,0.022194185317151966,ok
500,25.0,0.5648953075005572,0.9101594635168907,0.0742981236715314,30.491340291261622,24.99909045250365,500.0783528111232,18701.76786642051,500,19201.76786642051,0.026739629984875727,0.02604334956499738,0.03811541793652503,ok
